gas_line_gz1,gas_line_gz2,gas_line_predet_build_year,gas_line_predet_cap,gas_line_total_cap
NC,VA,2000,0,2682719
NC,VA,2001,0,2682719
ND,MN,1990,0,0
ND,MN,1994,0,0
ND,MN,1995,0,0
ND,MN,1996,0,0
ND,MN,1997,0,0
ND,MN,1998,0,0
ND,MN,1999,0,0
ND,MN,2000,1692384,1692384
ND,MN,2001,0,1692384
ND,MT,1990,236436,236436
ND,MT,1994,41480,277916
ND,MT,1995,0,277916
ND,MT,1996,0,277916
ND,MT,1997,0,277916
ND,MT,1998,0,277916
ND,MT,1999,0,277916
ND,MT,2000,0,277916
ND,MT,2001,0,277916
ND,SD,1990,1312842,1312842
ND,SD,1994,480131,1792973
ND,SD,1995,0,1792973
ND,SD,1996,0,1792973
ND,SD,1997,0,1792973
ND,SD,1998,725900,2518873
ND,SD,1999,0,2518873
ND,SD,2000,0,2518873
ND,SD,2001,0,2518873
NE,CO,1990,442280.5,442280.5
NE,CO,1994,59109,501389.5
NE,CO,1995,0,501389.5
NE,CO,1996,0,501389.5
NE,CO,1997,373320,874709.5
NE,CO,1998,0,874709.5
NE,CO,1999,0,874709.5
NE,CO,2000,0,874709.5
NE,CO,2001,0,874709.5
NE,IA,1990,3322548,3322548
NE,IA,1994,0,3322548
NE,IA,1995,0,3322548
NE,IA,1996,0,3322548
NE,IA,1997,0,3322548
NE,IA,1998,0,3322548
NE,IA,1999,0,3322548
NE,IA,2000,0,3322548
NE,IA,2001,0,3322548
NE,KS,1990,41480,41480
NE,KS,1994,0,41480
NE,KS,1995,0,41480
NE,KS,1996,0,41480
NE,KS,1997,264435,305915
NE,KS,1998,0,305915
NE,KS,1999,0,305915
NE,KS,2000,0,305915
NE,KS,2001,0,305915
NE,MO,1990,632570,632570
NE,MO,1994,86071,718641
NE,MO,1995,0,718641
NE,MO,1996,0,718641
NE,MO,1997,0,718641
NE,MO,1998,0,718641
NE,MO,1999,0,718641
NE,MO,2000,0,718641
NE,MO,2001,0,718641
NE,SD,1990,129625,129625
NE,SD,1994,0,129625
NE,SD,1995,0,129625
NE,SD,1996,0,129625
NE,SD,1997,0,129625
NE,SD,1998,0,129625
NE,SD,1999,0,129625
NE,SD,2000,0,129625
NE,SD,2001,0,129625
NH,MA,1990,0,0
NH,MA,1994,0,0
NH,MA,1995,0,0
NH,MA,1996,0,0
NH,MA,1997,0,0
NH,MA,1998,0,0
NH,MA,1999,609756,609756
NH,MA,2000,0,609756
NH,MA,2001,41480,651236
NH,ME,1990,24888,24888
NH,ME,1994,39406,64294
NH,ME,1995,0,64294
NH,ME,1996,0,64294
NH,ME,1997,0,64294
NH,ME,1998,0,64294
NH,ME,1999,152439,216733
NH,ME,2000,0,216733
NH,ME,2001,0,216733
NJ,NY,1990,3008337,3008337
NJ,NY,1994,159698,3168035
NJ,NY,1995,0,3168035
NJ,NY,1996,0,3168035
NJ,NY,1997,0,3168035
NJ,NY,1998,0,3168035
NJ,NY,1999,0,3168035
NJ,NY,2000,0,3168035
NJ,NY,2001,311100,3479135
NJ,PA,1990,1814750,1814750
NJ,PA,1994,155550,1970300
NJ,PA,1995,0,1970300
NJ,PA,1996,0,1970300
NJ,PA,1997,0,1970300
NJ,PA,1998,0,1970300
NJ,PA,1999,0,1970300
NJ,PA,2000,0,1970300
NJ,PA,2001,0,1970300
NM,AZ,1990,4221627,4221627
NM,AZ,1994,1196698,5418325
NM,AZ,1995,0,5418325
NM,AZ,1996,0,5418325
NM,AZ,1997,0,5418325
NM,AZ,1998,0,5418325
NM,AZ,1999,0,5418325
NM,AZ,2000,141032,5559357
NM,AZ,2001,0,5559357
NM,CO,1990,0,0
NM,CO,1994,0,0
NM,CO,1995,0,0
NM,CO,1996,0,0
NM,CO,1997,0,0
NM,CO,1998,0,0
NM,CO,1999,0,0
NM,CO,2000,0,0
NM,CO,2001,0,0
NM,TX,1990,2192218,2192218
NM,TX,1994,282064,2474282
NM,TX,1995,0,2474282
NM,TX,1996,0,2474282
NM,TX,1997,0,2474282
NM,TX,1998,0,2474282
NM,TX,1999,0,2474282
NM,TX,2000,0,2474282
NM,TX,2001,0,2474282
NV,CA,1990,21777,21777
NV,CA,1994,735233,757010
NV,CA,1995,0,757010
NV,CA,1996,0,757010
NV,CA,1997,13481,770491
NV,CA,1998,0,770491
NV,CA,1999,0,770491
NV,CA,2000,0,770491
NV,CA,2001,139995,910486
NV,OR,1990,0,0
NV,OR,1994,0,0
NV,OR,1995,0,0
NV,OR,1996,0,0
NV,OR,1997,0,0
NV,OR,1998,0,0
NV,OR,1999,0,0
NV,OR,2000,0,0
NV,OR,2001,0,0
NY,CT,1990,1088850,1088850
NY,CT,1994,469761,1558611
NY,CT,1995,70516,1629127
NY,CT,1996,0,1629127
NY,CT,1997,0,1629127
NY,CT,1998,36295,1665422
NY,CT,1999,30073,1695495
NY,CT,2000,15555,1711050
NY,CT,2001,13481,1724531
NY,MA,1990,777750,777750
NY,MA,1994,320433,1098183
NY,MA,1995,0,1098183
NY,MA,1996,0,1098183
NY,MA,1997,0,1098183
NY,MA,1998,0,1098183
NY,MA,1999,0,1098183
NY,MA,2000,0,1098183
NY,MA,2001,0,1098183
NY,PA,1990,531981,531981
NY,PA,1994,141032,673013
NY,PA,1995,0,673013
NY,PA,1996,0,673013
NY,PA,1997,25925,698938
NY,PA,1998,22814,721752
NY,PA,1999,0,721752
NY,PA,2000,0,721752
NY,PA,2001,0,721752
OH,IN,1990,485316,485316
OH,IN,1994,0,485316
OH,IN,1995,0,485316
OH,IN,1996,0,485316
OH,IN,1997,0,485316
OH,IN,1998,0,485316
OH,IN,1999,0,485316
OH,IN,2000,0,485316
OH,IN,2001,0,485316
OH,KY,1990,227103,227103
OH,KY,1994,0,227103
OH,KY,1995,0,227103
OH,KY,1996,0,227103
OH,KY,1997,0,227103
OH,KY,1998,0,227103
OH,KY,1999,0,227103
OH,KY,2000,0,227103
OH,KY,2001,0,227103
OH,MI,1990,1962004,1962004
OH,MI,1994,0,1962004
OH,MI,1995,0,1962004
OH,MI,1996,0,1962004
OH,MI,1997,0,1962004
OH,MI,1998,0,1962004
OH,MI,1999,0,1962004
OH,MI,2000,0,1962004
OH,MI,2001,0,1962004
OH,PA,1990,2221254,2221254
OH,PA,1994,0,2221254
OH,PA,1995,0,2221254
OH,PA,1996,0,2221254
OH,PA,1997,0,2221254
OH,PA,1998,0,2221254
OH,PA,1999,0,2221254
OH,PA,2000,0,2221254
OH,PA,2001,0,2221254
OH,WV,1990,2542724,2542724
OH,WV,1994,242658,2785382
OH,WV,1995,45628,2831010
OH,WV,1996,25925,2856935
OH,WV,1997,0,2856935
OH,WV,1998,0,2856935
OH,WV,1999,0,2856935
OH,WV,2000,0,2856935
OH,WV,2001,0,2856935
OK,AR,1990,1910154,1910154
OK,AR,1994,0,1910154
OK,AR,1995,0,1910154
OK,AR,1996,0,1910154
OK,AR,1997,0,1910154
OK,AR,1998,0,1910154
OK,AR,1999,165920,2076074
OK,AR,2000,0,2076074
OK,AR,2001,0,2076074
OK,CO,1990,207400,207400
OK,CO,1994,0,207400
OK,CO,1995,0,207400
OK,CO,1996,0,207400
OK,CO,1997,0,207400
OK,CO,1998,0,207400
OK,CO,1999,0,207400
OK,CO,2000,0,207400
OK,CO,2001,0,207400
OK,KS,1990,6323626,6323626
OK,KS,1994,0,6230296
OK,KS,1995,0,6230296
OK,KS,1996,0,6230296
OK,KS,1997,0,6230296
OK,KS,1998,0,6230296
OK,KS,1999,0,6230296
OK,KS,2000,0,6230296
OK,KS,2001,0,6230296
OK,MO,1990,48739,48739
OK,MO,1994,0,48739
OK,MO,1995,0,48739
OK,MO,1996,0,48739
OK,MO,1997,0,48739
OK,MO,1998,0,48739
OK,MO,1999,8296,57035
OK,MO,2000,0,57035
OK,MO,2001,0,57035
OK,TX,1990,2136220,2136220
OK,TX,1994,1122034,3258254
OK,TX,1995,0,3258254
OK,TX,1996,0,3258254
OK,TX,1997,0,3258254
OK,TX,1998,0,3258254
OK,TX,1999,31110,3289364
OK,TX,2000,0,3289364
OK,TX,2001,87108,3376472
OR,CA,1990,1171810,1171810
OR,CA,1994,684420,1856230
OR,CA,1995,114070,1970300
OR,CA,1996,0,1970300
OR,CA,1997,0,1970300
OR,CA,1998,76738,2047038
OR,CA,1999,0,2047038
OR,CA,2000,20740,2067778
OR,CA,2001,0,2067778
OR,ID,1990,457317,457317
OR,ID,1994,31110,488427
OR,ID,1995,10370,498797
OR,ID,1996,0,498797
OR,ID,1997,0,498797
OR,ID,1998,0,498797
OR,ID,1999,0,498797
OR,ID,2000,0,498797
OR,ID,2001,0,498797
OR,WA,1990,494649,494649
OR,WA,1994,186660,681309
OR,WA,1995,0,681309
OR,WA,1996,0,681309
OR,WA,1997,0,681309
OR,WA,1998,0,681309
OR,WA,1999,52887,734196
OR,WA,2000,0,734196
OR,WA,2001,0,734196
PA,DE,1990,257176,257176
PA,DE,1994,98515,355691
PA,DE,1995,15555,371246
PA,DE,1996,0,371246
PA,DE,1997,0,371246
PA,DE,1998,5185,376431
PA,DE,1999,9333,385764
PA,DE,2000,8296,394060
PA,DE,2001,0,394060
PA,MD,1990,689605,689605
PA,MD,1994,178052.9,867657.9
PA,MD,1995,96441,964098.9
PA,MD,1996,0,964098.9
PA,MD,1997,19703,983801.9
PA,MD,1998,2592.5,986394.4
PA,MD,1999,0,986394.4
PA,MD,2000,15555,1001949.4
PA,MD,2001,12236.6,1014186
PA,NJ,1990,6785091,6785091
PA,NJ,1994,506056,7291147
PA,NJ,1995,128588,7419735
PA,NJ,1996,25925,7445660
PA,NJ,1997,0,7445660
PA,NJ,1998,16592,7462252
PA,NJ,1999,0,7462252
PA,NJ,2000,0,7462252
PA,NJ,2001,167994,7630246
PA,NY,1990,3323585,3323585
PA,NY,1994,143106,3466691
PA,NY,1995,0,3466691
PA,NY,1996,0,3466691
PA,NY,1997,0,2907748
PA,NY,1998,0,2907748
PA,NY,1999,0,2907748
PA,NY,2000,0,2907748
PA,NY,2001,0,2907748
PA,OH,1990,467687,467687
PA,OH,1994,14518,482205
PA,OH,1995,0,482205
PA,OH,1996,0,482205
PA,OH,1997,0,482205
PA,OH,1998,0,482205
PA,OH,1999,0,482205
PA,OH,2000,0,482205
PA,OH,2001,0,482205
PA,WV,1990,703086,703086
PA,WV,1994,0,694790
PA,WV,1995,0,694790
PA,WV,1996,0,694790
PA,WV,1997,249917,944707
PA,WV,1998,173179,1117886
PA,WV,1999,111996,1229882
PA,WV,2000,0,1229882
PA,WV,2001,0,1229882
RI,MA,1990,689605,689605
RI,MA,1994,41480,731085
RI,MA,1995,0,731085
RI,MA,1996,0,731085
RI,MA,1997,0,731085
RI,MA,1998,0,731085
RI,MA,1999,0,731085
RI,MA,2000,0,731085
RI,MA,2001,0,731085
SC,GA,1990,57035,57035
SC,GA,1994,0,57035
SC,GA,1995,0,57035
SC,GA,1996,0,57035
SC,GA,1997,0,57035
SC,GA,1998,0,57035
SC,GA,1999,0,57035
SC,GA,2000,0,57035
SC,GA,2001,0,57035
SC,NC,1990,2885971,2885971
SC,NC,1994,50813,2936784
SC,NC,1995,119255,3056039
SC,NC,1996,57035,3113074
SC,NC,1997,150365,3263439
SC,NC,1998,0,3263439
SC,NC,1999,0,3263439
SC,NC,2000,0,3263439
SC,NC,2001,0,3263439
SD,IA,1990,20740,20740
SD,IA,1994,0,20740
SD,IA,1995,0,20740
SD,IA,1996,0,20740
SD,IA,1997,0,20740
SD,IA,1998,0,20740
SD,IA,1999,0,20740
SD,IA,2000,0,20740
SD,IA,2001,0,20740
SD,MN,1990,1278621,1278621
SD,MN,1994,458354,1736975
SD,MN,1995,0,1736975
SD,MN,1996,0,1736975
SD,MN,1997,0,1736975
SD,MN,1998,725900,2462875
SD,MN,1999,0,2462875
SD,MN,2000,0,2462875
SD,MN,2001,0,2462875
SD,ND,1990,20740,20740
SD,ND,1994,34221,54961
SD,ND,1995,0,54961
SD,ND,1996,0,54961
SD,ND,1997,0,54961
SD,ND,1998,0,54961
SD,ND,1999,0,54961
SD,ND,2000,0,54961
SD,ND,2001,0,54961
SD,NE,1990,129625,129625
SD,NE,1994,0,129625
SD,NE,1995,0,129625
SD,NE,1996,0,129625
SD,NE,1997,0,129625
SD,NE,1998,0,129625
SD,NE,1999,0,129625
SD,NE,2000,0,129625
SD,NE,2001,0,129625
SD,WY,1990,46665,46665
SD,WY,1994,0,46665
SD,WY,1995,0,46665
SD,WY,1996,0,46665
SD,WY,1997,0,46665
SD,WY,1998,41480,88145
SD,WY,1999,0,88145
SD,WY,2000,0,88145
SD,WY,2001,0,88145
TN,AL,1990,528870,528870
TN,AL,1994,0,528870
TN,AL,1995,0,528870
TN,AL,1996,0,528870
TN,AL,1997,0,528870
TN,AL,1998,21777,550647
TN,AL,1999,0,550647
TN,AL,2000,0,550647
TN,AL,2001,0,550647
TN,AR,1990,25925,25925
TN,AR,1994,0,25925
TN,AR,1995,0,25925
TN,AR,1996,0,25925
TN,AR,1997,0,25925
TN,AR,1998,0,25925
TN,AR,1999,0,25925
TN,AR,2000,0,25925
TN,AR,2001,0,25925
TN,GA,1990,64294,64294
TN,GA,1994,0,64294
TN,GA,1995,0,64294
TN,GA,1996,0,64294
TN,GA,1997,0,64294
TN,GA,1998,0,64294
TN,GA,1999,0,64294
TN,GA,2000,0,64294
TN,GA,2001,0,64294
TN,KY,1990,14360376,14360376
TN,KY,1994,0,13008128
TN,KY,1995,0,13008128
TN,KY,1996,0,13008128
TN,KY,1997,0,13008128
TN,KY,1998,0,13008128
TN,KY,1999,318359,13326487
TN,KY,2000,0,13326487
TN,KY,2001,0,13062052
TN,VA,1990,13481,13481
TN,VA,1994,2074,15555
TN,VA,1995,0,15555
TN,VA,1996,11407,26962
TN,VA,1997,24888,51850
TN,VA,1998,0,51850
TN,VA,1999,0,51850
TN,VA,2000,0,51850
TN,VA,2001,0,51850
TX,AR,1990,1919487,1919487
TX,AR,1994,229177,2148664
TX,AR,1995,0,2148664
TX,AR,1996,0,2148664
TX,AR,1997,0,2148664
TX,AR,1998,0,2148664
TX,AR,1999,0,2148664
TX,AR,2000,0,2148664
TX,AR,2001,0,2148664
TX,LA,1990,6127840.4,6127840.4
TX,LA,1994,34117.3000000006,6161957.7
TX,LA,1995,0,6161957.7
TX,LA,1996,147254,6309211.7
TX,LA,1997,20740,6329951.7
TX,LA,1998,0,6127736.7
TX,LA,1999,347395,6475131.7
TX,LA,2000,10370,6485501.7
TX,LA,2001,0,6485501.7
TX,NM,1990,3777791,3777791
TX,NM,1994,271694,4049485
TX,NM,1995,0,4049485
TX,NM,1996,119255,4168740
TX,NM,1997,0,4168740
TX,NM,1998,0,4168740
TX,NM,1999,0,4168740
TX,NM,2000,0,4168740
TX,NM,2001,0,4168740
TX,OK,1990,4471544,4471544
TX,OK,1994,170068,4641612
TX,OK,1995,0,4641612
TX,OK,1996,20740,4662352
TX,OK,1997,0,4662352
TX,OK,1998,0,4662352
TX,OK,1999,0,4662352
TX,OK,2000,0,4662352
TX,OK,2001,0,4662352
UT,CO,1990,241621,241621
UT,CO,1994,302804,544425
UT,CO,1995,0,544425
UT,CO,1996,0,544425
UT,CO,1997,0,544425
UT,CO,1998,0,544425
UT,CO,1999,0,544425
UT,CO,2000,0,544425
UT,CO,2001,0,544425
UT,ID,1990,378505,378505
UT,ID,1994,81923,460428
UT,ID,1995,0,460428
UT,ID,1996,0,460428
UT,ID,1997,0,460428
UT,ID,1998,0,460428
UT,ID,1999,0,460428
UT,ID,2000,0,460428
UT,ID,2001,20740,481168
UT,NV,1990,0,0
UT,NV,1994,803675,803675
UT,NV,1995,0,803675
UT,NV,1996,0,803675
UT,NV,1997,0,803675
UT,NV,1998,0,803675
UT,NV,1999,0,803675
UT,NV,2000,0,803675
UT,NV,2001,139995,943670
UT,WY,1990,538203,538203
UT,WY,1994,114070,652273
UT,WY,1995,0,652273
UT,WY,1996,0,652273
UT,WY,1997,0,652273
UT,WY,1998,88145,740418
UT,WY,1999,0,740418
UT,WY,2000,0,740418
UT,WY,2001,0,740418
VA,DC,1990,103700,103700
VA,DC,1994,20740,124440
VA,DC,1995,0,124440
VA,DC,1996,0,124440
VA,DC,1997,0,124440
VA,DC,1998,0,124440
VA,DC,1999,0,124440
VA,DC,2000,0,124440
VA,DC,2001,0,124440
VA,MD,1990,3157665,3157665
VA,MD,1994,174216,3331881
VA,MD,1995,606645,3938526
VA,MD,1996,0,3938526
VA,MD,1997,55998,3994524
VA,MD,1998,13481,4008005
VA,MD,1999,0,4008005
VA,MD,2000,0,4008005
VA,MD,2001,0,4008005
VA,NC,1990,25925,25925
VA,NC,1994,435540,461465
VA,NC,1995,0,461465
VA,NC,1996,0,461465
VA,NC,1997,0,461465
VA,NC,1998,12444,473909
VA,NC,1999,0,473909
VA,NC,2000,0,473909
VA,NC,2001,0,473909
VA,TN,1990,13481,13481
VA,TN,1994,2074,15555
VA,TN,1995,0,15555
VA,TN,1996,11407,26962
VA,TN,1997,24888,51850
VA,TN,1998,0,51850
VA,TN,1999,0,51850
VA,TN,2000,0,51850
VA,TN,2001,0,51850
WA,ID,1990,61183,61183
WA,ID,1994,0,61183
WA,ID,1995,0,61183
WA,ID,1996,0,61183
WA,ID,1997,0,61183
WA,ID,1998,0,61183
WA,ID,1999,0,61183
WA,ID,2000,0,61183
WA,ID,2001,0,61183
WA,OR,1990,2486726,2486726
WA,OR,1994,970632,3457358
WA,OR,1995,5185,3462543
WA,OR,1996,0,3462543
WA,OR,1997,0,3462543
WA,OR,1998,76738,3539281
WA,OR,1999,0,3539281
WA,OR,2000,0,3539281
WA,OR,2001,0,3539281
WI,IL,1990,570350,570350
WI,IL,1994,0,570350
WI,IL,1995,0,570350
WI,IL,1996,0,570350
WI,IL,1997,0,570350
WI,IL,1998,0,570350
WI,IL,1999,113033,683383
WI,IL,2000,0,683383
WI,IL,2001,42517,725900
WI,MI,1990,1773270,1773270
WI,MI,1994,642940,2416210
WI,MI,1995,0,2416210
WI,MI,1996,0,2416210
WI,MI,1997,0,2416210
WI,MI,1998,130662,2546872
WI,MI,1999,0,2546872
WI,MI,2000,0,2546872
WI,MI,2001,0,2546872
WI,MN,1990,2308362,2308362
WI,MN,1994,0,2308362
WI,MN,1995,0,2308362
WI,MN,1996,0,2308362
WI,MN,1997,0,2308362
WI,MN,1998,0,2308362
WI,MN,1999,0,2308362
WI,MN,2000,0,2308362
WI,MN,2001,0,2308362
WV,KY,1990,78812,78812
WV,KY,1994,0,78812
WV,KY,1995,0,78812
WV,KY,1996,0,78812
WV,KY,1997,0,78812
WV,KY,1998,0,78812
WV,KY,1999,0,78812
WV,KY,2000,0,78812
WV,KY,2001,0,78812
WV,MD,1990,4148,4148
WV,MD,1994,0,4148
WV,MD,1995,0,4148
WV,MD,1996,0,4148
WV,MD,1997,0,4148
WV,MD,1998,0,4148
WV,MD,1999,0,4148
WV,MD,2000,0,4148
WV,MD,2001,0,4148
WV,OH,1990,1672681,1672681
WV,OH,1994,0,1672681
WV,OH,1995,0,1672681
WV,OH,1996,0,1672681
WV,OH,1997,0,1672681
WV,OH,1998,22814,1695495
WV,OH,1999,0,1695495
WV,OH,2000,0,1695495
WV,OH,2001,0,1695495
WV,PA,1990,4639538,4639538
WV,PA,1994,46665,4686203
WV,PA,1995,46665,4732868
WV,PA,1996,25925,4758793
WV,PA,1997,97478,4856271
WV,PA,1998,33184,4889455
WV,PA,1999,0,4889455
WV,PA,2000,0,4889455
WV,PA,2001,0,4889455
WV,VA,1990,1763937,1763937
WV,VA,1994,263398,2027335
WV,VA,1995,0,2027335
WV,VA,1996,0,2027335
WV,VA,1997,158661,2185996
WV,VA,1998,49776,2235772
WV,VA,1999,0,2235772
WV,VA,2000,0,2235772
WV,VA,2001,0,2235772
WY,CO,1990,1447444.6,1447444.6
WY,CO,1994,52887,1500331.6
WY,CO,1995,0,1500331.6
WY,CO,1996,19703,1520034.6
WY,CO,1997,230214,1750248.6
WY,CO,1998,72590,1822838.6
WY,CO,1999,277916,2100754.6
WY,CO,2000,138128.4,2238883
WY,CO,2001,714285.6,2953168.6
WY,MT,1990,162809,162809
WY,MT,1994,116144,278953
WY,MT,1995,0,278953
WY,MT,1996,0,278953
WY,MT,1997,0,278953
WY,MT,1998,54961,333914
WY,MT,1999,0,333914
WY,MT,2000,41480,375394
WY,MT,2001,0,375394
WY,NE,1990,543388,543388
WY,NE,1994,0,525759
WY,NE,1995,0,525759
WY,NE,1996,0,525759
WY,NE,1997,373320,899079
WY,NE,1998,0,899079
WY,NE,1999,0,899079
WY,NE,2000,0,899079
WY,NE,2001,0,899079
WY,SD,1990,26962,26962
WY,SD,1994,1037,27999
WY,SD,1995,0,27999
WY,SD,1996,0,27999
WY,SD,1997,0,27999
WY,SD,1998,0,27999
WY,SD,1999,0,27999
WY,SD,2000,0,27999
WY,SD,2001,0,27999
WY,UT,1990,1535797,1535797
WY,UT,1994,860710,2396507
WY,UT,1995,0,2396507
WY,UT,1996,21777,2418284
WY,UT,1997,0,2418284
WY,UT,1998,138958,2557242
WY,UT,1999,0,2557242
WY,UT,2000,0,2557242
WY,UT,2001,181475,2738717
